ITEM_ID	SENT_ID	SENTENCE	CONDITION	TARGET_WORD
57	224	The comedian was nervous that night. He performed terribly. The [UNK] booed him with no mercy.	PLAUS_NOCONN	booed
57	225	The comedian was confident that night. [UNK] had perfected his act. The audience booed him with no mercy.	IMPLAUS_NOCONN	booed
57	226	The comedian was nervous that night. He performed terribly. Even [UNK] the audience booed him with no mercy.	PLAUS_CONN	booed
57	227	The comedian was [UNK] that night. He had perfected his act. Even so, the audience booed him with no mercy.	IMPLAUS_CONN	booed
58	228	[UNK] passenger went through airport security. The guards found a weapon on him. The passenger was detained as a terrorist.	PLAUS_NOCONN	detained
58	229	A [UNK] went through airport security. The guards found nothing suspicious on him. The passenger was detained as a terrorist.	IMPLAUS_NOCONN	detained
58	230	A passenger went through airport security. The guards found a weapon on him. Even so, the passenger [UNK] detained as a terrorist.	PLAUS_CONN	detained
58	231	A passenger went through airport security. The guards found [UNK] suspicious on him. Even so, the passenger was detained as a terrorist.	IMPLAUS_CONN	detained
59	232	Julia had come down [UNK] a cold. She took a cough drop. Her sore throat felt better soon.	PLAUS_NOCONN	better
59	233	Julia had come down with a cold. She refused to try a cough drop. Her [UNK] throat felt better soon.	IMPLAUS_NOCONN	better
59	234	Julia had come down [UNK] a cold. She took a cough drop. Even so, her sore throat felt better soon.	PLAUS_CONN	better
59	235	Julia had come down with a cold. She refused to try a cough drop. Even [UNK] her sore throat felt better soon.	IMPLAUS_CONN	better
60	236	The preschoolers had used finger paint in art class. They got paint [UNK] their clothes. Their clothes were stained afterwards.	PLAUS_NOCONN	stained
60	237	The preschoolers had [UNK] clay in art class. They wore aprons over their clothes. Their clothes were stained afterwards.	IMPLAUS_NOCONN	stained
60	238	The preschoolers had used finger [UNK] in art class. They got paint on their clothes. Even so, their clothes were stained afterwards.	PLAUS_CONN	stained
60	239	The preschoolers had used clay in art class. They wore aprons over their clothes. Even so, their clothes [UNK] stained afterwards.	IMPLAUS_CONN	stained
61	240	[UNK] employee had worked for the company for many years. He was caught doing drugs. He was fired by the company.	PLAUS_NOCONN	fired
61	241	The employee had worked for the company for many years. He had always done a good job. He was [UNK] by the company.	IMPLAUS_NOCONN	fired
61	242	The employee had worked [UNK] the company for many years. He was caught doing drugs. Even so, he was fired by the company.	PLAUS_CONN	fired
61	243	The [UNK] had worked for the company for many years. He had always done a good job. Even so, he was fired by the company.	IMPLAUS_CONN	fired
62	244	Howard was an aspiring pop star. Everyone loved his [UNK] song. It was a hit on the radio.	PLAUS_NOCONN	hit
62	245	Howard was an [UNK] pop star. No one liked his new song. It was a hit on the radio.	IMPLAUS_NOCONN	hit
62	246	Howard was an aspiring pop star. Everyone loved his new song. Even [UNK] it was a hit on the radio.	PLAUS_CONN	hit
62	247	Howard was an aspiring pop star. No one liked his [UNK] song. Even so, it was a hit on the radio.	IMPLAUS_CONN	hit
63	248	The man was in his fifties. His [UNK] was wrinkled and grey. He looked old in the mirror.	PLAUS_NOCONN	old
63	249	The man was in his twenties. His skin was smooth and tanned. He looked old in [UNK] mirror.	IMPLAUS_NOCONN	old
63	250	The man was in his fifties. His skin was wrinkled and grey. Even so, he looked old in [UNK] mirror.	PLAUS_CONN	old
63	251	The man was in his twenties. His skin was smooth and tanned. [UNK] so, he looked old in the mirror.	IMPLAUS_CONN	old
64	252	Marge wanted to dye her hair. The hairdresser did a terrible job. Marge was [UNK] with her.	PLAUS_NOCONN	displeased
64	253	Marge wanted to dye her hair. [UNK] hairdresser did a nice job. Marge was displeased with her.	IMPLAUS_NOCONN	displeased
64	254	Marge wanted to dye her hair. The hairdresser did a terrible [UNK] Even so, Marge was displeased with her.	PLAUS_CONN	displeased
64	255	Marge wanted to dye her hair. The hairdresser did [UNK] nice job. Even so, Marge was displeased with her.	IMPLAUS_CONN	displeased
65	256	Alice [UNK] walking home from work at night. A stranger was following her. She felt nervous the whole way.	PLAUS_NOCONN	nervous
65	257	Alice was walking [UNK] from work at night. Her boyfriend was with her. She felt nervous the whole way.	IMPLAUS_NOCONN	nervous
65	258	Alice was walking home from work at night. A stranger [UNK] following her. Even so, she felt nervous the whole way.	PLAUS_CONN	nervous
65	259	Alice [UNK] walking home from work at night. Her boyfriend was with her. Even so, she felt nervous the whole way.	IMPLAUS_CONN	nervous
66	260	Andy wanted [UNK] get healthy. He started lifting weights at the gym. He got muscular that winter.	PLAUS_NOCONN	muscular
66	261	Andy had started feeling [UNK] He stopped lifting weights at the gym. He got muscular that winter.	IMPLAUS_NOCONN	muscular
66	262	Andy wanted to get healthy. He started lifting weights at the gym. Even so, he [UNK] muscular that winter.	PLAUS_CONN	muscular
66	263	Andy had started feeling lazy. [UNK] stopped lifting weights at the gym. Even so, he got muscular that winter.	IMPLAUS_CONN	muscular
67	264	Harvey had always used a safety razor. [UNK] was sloppy with it this morning. His face was bleeding afterwards.	PLAUS_NOCONN	bleeding
67	265	Harvey had [UNK] used a safety razor. He was very careful with it this morning. His face was bleeding afterwards.	IMPLAUS_NOCONN	bleeding
67	266	Harvey had always used a safety razor. He was sloppy with it this [UNK] Even so, his face was bleeding afterwards.	PLAUS_CONN	bleeding
67	267	Harvey had always used a safety razor. He was very careful with [UNK] this morning. Even so, his face was bleeding afterwards.	IMPLAUS_CONN	bleeding
68	268	Judy hurried to catch the bus. She was out of [UNK] She was winded getting on.	PLAUS_NOCONN	winded
68	269	Judy hurried to catch the bus. She was in excellent [UNK] She was winded getting on.	IMPLAUS_NOCONN	winded
68	270	Judy [UNK] to catch the bus. She was out of shape. Even so, she was winded getting on.	PLAUS_CONN	winded
68	271	Judy hurried to catch the bus. She was in excellent shape. [UNK] so, she was winded getting on.	IMPLAUS_CONN	winded
69	272	The home team [UNK] just one more point to win. The player made the free-throw in the last second. They won the game.	PLAUS_NOCONN	won
69	273	The home team needed just one more point to win. The player missed the free-throw in the last second. [UNK] won the game.	IMPLAUS_NOCONN	won
69	274	The home team needed just one more [UNK] to win. The player made the free-throw in the last second. Even so, they won the game.	PLAUS_CONN	won
69	275	The home team needed [UNK] one more point to win. The player missed the free-throw in the last second. Even so, they won the game.	IMPLAUS_CONN	won
70	276	The death row inmate appealed the verdict. There was new DNA evidence proving his innocence. He was freed after [UNK] proceedings.	PLAUS_NOCONN	freed
70	277	The [UNK] row inmate appealed the verdict. There was no new evidence in the case. He was freed after the proceedings.	IMPLAUS_NOCONN	freed
70	278	[UNK] death row inmate appealed the verdict. There was new DNA evidence proving his innocence. Even so, he was freed after the proceedings.	PLAUS_CONN	freed
70	279	The death row inmate appealed the verdict. There was no new evidence in the [UNK] Even so, he was freed after the proceedings.	IMPLAUS_CONN	freed
71	280	The toddler's mother gave him some yogurt for a snack. He thought it tasted disgusting. [UNK] spat it out.	PLAUS_NOCONN	spat
71	281	The toddler's mother gave him some [UNK] for a snack. He thought it tasted delicious. He spat it out.	IMPLAUS_NOCONN	spat
71	282	[UNK] toddler's mother gave him some yogurt for a snack. He thought it tasted disgusting. Even so, he spat it out.	PLAUS_CONN	spat
71	283	The toddler's mother gave him some yogurt for [UNK] snack. He thought it tasted delicious. Even so, he spat it out.	IMPLAUS_CONN	spat
72	284	[UNK] slept soundly last night. He drank some coffee this morning. He was energetic at work.	PLAUS_NOCONN	energetic
72	285	Tomas only slept for two hours last night. He [UNK] no time for coffee this morning. He was energetic at work.	IMPLAUS_NOCONN	energetic
72	286	Tomas slept soundly last night. He drank some coffee this morning. Even [UNK] he was energetic at work.	PLAUS_CONN	energetic
72	287	Tomas only slept for [UNK] hours last night. He had no time for coffee this morning. Even so, he was energetic at work.	IMPLAUS_CONN	energetic
73	288	Mary forgot to pack a winter coat for the trip to Chicago. Temperatures there dropped to around [UNK] She was cold the whole time.	PLAUS_NOCONN	cold
73	289	Mary [UNK] her warmest winter coat for the trip to Chicago. Temperatures there were actually relatively mild. She was cold the whole time.	IMPLAUS_NOCONN	cold
73	290	Mary forgot to pack a winter coat for the trip to Chicago. Temperatures there dropped [UNK] around freezing. Even so, she was cold the whole time.	PLAUS_CONN	cold
73	291	[UNK] packed her warmest winter coat for the trip to Chicago. Temperatures there were actually relatively mild. Even so, she was cold the whole time.	IMPLAUS_CONN	cold
74	292	Many people at Joanna's office had come down with colds. She was a bit congested [UNK] work on Tuesday. The next day she was feeling terrible and stayed home.	PLAUS_NOCONN	terrible
74	293	Everyone at Joanna's office had finally gotten over their colds. Joanna was no longer congested after work on Tuesday. The [UNK] day she was feeling terrible and stayed home.	IMPLAUS_NOCONN	terrible
74	294	Many people at Joanna's office had come down with colds. She was a bit congested after work on Tuesday. Even so, [UNK] next day she was feeling terrible and stayed home.	PLAUS_CONN	terrible
74	295	Everyone at Joanna's office had finally gotten over their [UNK] Joanna was no longer congested after work on Tuesday. Even so, the next day she was feeling terrible and stayed home.	IMPLAUS_CONN	terrible
75	296	A street performer was playing the violin. It was perfectly in tune and sounded beautiful. The [UNK] passing by tipped him nicely.	PLAUS_NOCONN	tipped
75	297	A street performer was playing the violin. It was out of tune and sounded [UNK] The people passing by tipped him nicely.	IMPLAUS_NOCONN	tipped
75	298	A street performer [UNK] playing the violin. It was perfectly in tune and sounded beautiful. Even so, the people passing by tipped him nicely.	PLAUS_CONN	tipped
75	299	A street performer was [UNK] the violin. It was out of tune and sounded terrible. Even so, the people passing by tipped him nicely.	IMPLAUS_CONN	tipped
76	300	Too much coffee made Karen shaky. She drank [UNK] too much this morning. She was jittery during the meeting.	PLAUS_NOCONN	jittery
76	301	Karen usually felt sleepy if she skipped her [UNK] coffee. She had none this morning. She was jittery during the meeting.	IMPLAUS_NOCONN	jittery
76	302	Too much coffee made Karen shaky. She drank [UNK] too much this morning. Even so, she was jittery during the meeting.	PLAUS_CONN	jittery
76	303	Karen usually felt sleepy if she [UNK] her morning coffee. She had none this morning. Even so, she was jittery during the meeting.	IMPLAUS_CONN	jittery
77	304	Mark missed his bus. He had to walk to work. [UNK] was late for the meeting.	PLAUS_NOCONN	late
77	305	Mark got up early. [UNK] planned for extra time to take the bus. He was late for the meeting.	IMPLAUS_NOCONN	late
77	306	Mark missed his [UNK] He had to walk to work. Even so, he was late for the meeting.	PLAUS_CONN	late
77	307	Mark got up early. He planned for extra time to take the bus. [UNK] so, he was late for the meeting.	IMPLAUS_CONN	late
78	308	John was applying for jobs. He was not qualified for any positions. He [UNK] unemployed for over a year.	PLAUS_NOCONN	unemployed
78	309	John was applying for jobs. He was highly qualified for most [UNK] He was unemployed for over a year.	IMPLAUS_NOCONN	unemployed
78	310	John [UNK] applying for jobs. He was not qualified for any positions. Even so, he was unemployed for over a year.	PLAUS_CONN	unemployed
78	311	[UNK] was applying for jobs. He was highly qualified for most positions. Even so, he was unemployed for over a year.	IMPLAUS_CONN	unemployed
79	312	Parker liked junk food. He was not [UNK] healthy eating. He frequently had french-fries for lunch.	PLAUS_NOCONN	french-fries
79	313	Parker was on a diet. He was obsessed with eating healthy. He frequently had french-fries [UNK] lunch.	IMPLAUS_NOCONN	french-fries
79	314	Parker liked junk food. He was not into healthy eating. [UNK] so, he frequently had french-fries for lunch.	PLAUS_CONN	french-fries
79	315	Parker was on a diet. He was obsessed [UNK] eating healthy. Even so, he frequently had french-fries for lunch.	IMPLAUS_CONN	french-fries
80	316	[UNK] was careless with her wool sweater. She washed it in hot water in the machine. The sweater shrank a lot.	PLAUS_NOCONN	shrank
80	317	Alice was very careful with her wool sweater. She took it to the dry cleaner. The sweater [UNK] a lot.	IMPLAUS_NOCONN	shrank
80	318	Alice was careless with her wool sweater. She washed it in hot water in the machine. Even so, the sweater [UNK] a lot.	PLAUS_CONN	shrank
80	319	Alice was very careful [UNK] her wool sweater. She took it to the dry cleaner. Even so, the sweater shrank a lot.	IMPLAUS_CONN	shrank
81	320	Hannah was making steaks for dinner. She grilled them on high heat [UNK] over an hour. They were overcooked and tough.	PLAUS_NOCONN	overcooked
81	321	Hannah was making steaks for dinner. She grilled them on medium heat for just a couple minutes. They [UNK] overcooked and tough.	IMPLAUS_NOCONN	overcooked
81	322	Hannah was making steaks for dinner. She grilled them on high [UNK] for over an hour. Even so, they were overcooked and tough.	PLAUS_CONN	overcooked
81	323	[UNK] was making steaks for dinner. She grilled them on medium heat for just a couple minutes. Even so, they were overcooked and tough.	IMPLAUS_CONN	overcooked
82	324	Amanda went to [UNK] hairdresser. The stylists did a great job. She looked beautiful leaving the shop.	PLAUS_NOCONN	beautiful
82	325	Amanda went to the hairdresser. The stylist made a terrible mistake. She looked beautiful [UNK] the shop.	IMPLAUS_NOCONN	beautiful
82	326	Amanda went to the hairdresser. The stylists [UNK] a great job. Even so, she looked beautiful leaving the shop.	PLAUS_CONN	beautiful
82	327	Amanda went to the [UNK] The stylist made a terrible mistake. Even so, she looked beautiful leaving the shop.	IMPLAUS_CONN	beautiful
83	328	[UNK] was having a cocktail party. She cleaned and polished the house all day. The house looked great during the party.	PLAUS_NOCONN	great
83	329	Marie was having a cocktail party. She was too busy to clean the house beforehand. [UNK] house looked great during the party.	IMPLAUS_NOCONN	great
83	330	Marie [UNK] having a cocktail party. She cleaned and polished the house all day. Even so, the house looked great during the party.	PLAUS_CONN	great
83	331	Marie [UNK] having a cocktail party. She was too busy to clean the house beforehand. Even so, the house looked great during the party.	IMPLAUS_CONN	great
84	332	John sent [UNK] research paper to a journal. The reviewers gave back very nice reviews. The paper was accepted for publication.	PLAUS_NOCONN	accepted
84	333	John sent a research paper to a journal. The reviewers gave back negative reviews. The paper was accepted [UNK] publication.	IMPLAUS_NOCONN	accepted
84	334	John sent a research paper to a journal. The reviewers gave [UNK] very nice reviews. Even so, the paper was accepted for publication.	PLAUS_CONN	accepted
84	335	John sent a research paper to a journal. The reviewers gave back negative reviews. Even so, the paper was accepted for [UNK]	IMPLAUS_CONN	accepted
85	336	John had a very unexciting vacation. He stayed home with his parents for a whole week. He was bored [UNK]	PLAUS_NOCONN	bored
85	337	John had a very busy vacation. He went to a lot of fun places with his friends. He was [UNK] everyday.	IMPLAUS_NOCONN	bored
85	338	John had a very unexciting vacation. He stayed home with his parents for a whole week. Even so, he [UNK] bored everyday.	PLAUS_CONN	bored
85	339	John had a very busy vacation. He went to [UNK] lot of fun places with his friends. Even so, he was bored everyday.	IMPLAUS_CONN	bored
86	340	John had stopped for coffee [UNK] the cafe. He ordered it with extra sugar and cream. It tasted very sweet to him.	PLAUS_NOCONN	sweet
86	341	John had stopped for coffee at the cafe. He ordered it black with [UNK] milk or sugar. It tasted very sweet to him.	IMPLAUS_NOCONN	sweet
86	342	John had stopped for coffee at the cafe. He ordered it with extra sugar and cream. Even [UNK] it tasted very sweet to him.	PLAUS_CONN	sweet
86	343	John had stopped for coffee at the cafe. He ordered it black with no milk or sugar. Even so, it tasted very [UNK] to him.	IMPLAUS_CONN	sweet
87	344	The man was trying to swim across the wide [UNK] The water was deep and rough. He was drowned before getting across.	PLAUS_NOCONN	drowned
87	345	The man was trying to wade across the small [UNK] The water was shallow and still. He was drowned before getting across.	IMPLAUS_NOCONN	drowned
87	346	The man was trying to swim across the wide river. The water was deep and rough. Even so, he [UNK] drowned before getting across.	PLAUS_CONN	drowned
87	347	The man was trying to wade across the small river. The water was shallow and still. Even so, he was drowned [UNK] getting across.	IMPLAUS_CONN	drowned
88	348	Sarah needed a new pair of glasses. Her eye doctor gave her a new prescription. The new glasses made everything look [UNK] than before.	PLAUS_NOCONN	clearer
88	349	Sarah needed a new pair of glasses. Her eye doctor gave her the wrong prescription. The new glasses made everything look clearer than [UNK]	IMPLAUS_NOCONN	clearer
88	350	Sarah needed a new pair of glasses. Her eye doctor gave [UNK] a new prescription. Even so, the new glasses made everything look clearer than before.	PLAUS_CONN	clearer
88	351	Sarah needed a new [UNK] of glasses. Her eye doctor gave her the wrong prescription. Even so, the new glasses made everything look clearer than before.	IMPLAUS_CONN	clearer
89	352	Susan went [UNK] a long run. She got really hot and sweaty. When she got home she took a shower in the bathroom.	PLAUS_NOCONN	shower
89	353	[UNK] went to the spa. She felt clean and relaxed afterwards. When she got home she took a shower in the bathroom.	IMPLAUS_NOCONN	shower
89	354	Susan went for a long run. She got really hot and sweaty. [UNK] so, when she got home She took a shower in the bathroom.	PLAUS_CONN	shower
89	355	Susan went to the spa. She felt clean and relaxed [UNK] Even so, when she got home she took a shower in the bathroom.	IMPLAUS_CONN	shower
90	356	David liked to show off for his friends. He was loud and [UNK] to the teacher. He got detention with the principal.	PLAUS_NOCONN	detention
90	357	David liked to kiss up to his teachers. He was perfectly well behaved [UNK] class. He got detention with the principal.	IMPLAUS_NOCONN	detention
90	358	David [UNK] to show off for his friends. He was loud and rude to the teacher. Even so, he got detention with the principal.	PLAUS_CONN	detention
90	359	David liked to kiss up to his teachers. He was perfectly well behaved in class. [UNK] so, he got detention with the principal.	IMPLAUS_CONN	detention
91	360	The defendant pleaded innocent. The jury decided in his favor. He was freed [UNK] next day.	PLAUS_NOCONN	freed
91	361	The defendant pleaded innocent. The jury found him [UNK] He was freed the next day.	IMPLAUS_NOCONN	freed
91	362	The defendant pleaded innocent. [UNK] jury decided in his favor. Even so, he was freed the next day.	PLAUS_CONN	freed
91	363	The [UNK] pleaded innocent. The jury found him guilty. Even so, he was freed the next day.	IMPLAUS_CONN	freed
92	364	[UNK] magician was performing tricks. He made a rabbit disappear. Everyone was delighted by the performance.	PLAUS_NOCONN	delighted
92	365	The magician was performing tricks. He messed [UNK] the rabbit trick. Everyone was delighted by the performance.	IMPLAUS_NOCONN	delighted
92	366	The magician was performing tricks. He made a rabbit [UNK] Even so, everyone was delighted by the performance.	PLAUS_CONN	delighted
92	367	The magician was performing tricks. He messed up [UNK] rabbit trick. Even so, everyone was delighted by the performance.	IMPLAUS_CONN	delighted
93	368	Joey was forbidden to watch violent shows. He watched a shoot-em-up. He was [UNK] by his parents.	PLAUS_NOCONN	disciplined
93	369	Joey was forbidden to watch violent shows. He watched Wheel of Fortune. He [UNK] disciplined by his parents.	IMPLAUS_NOCONN	disciplined
93	370	Joey was forbidden to watch violent shows. He watched a shoot-em-up. Even so, [UNK] was disciplined by his parents.	PLAUS_CONN	disciplined
93	371	Joey was forbidden to watch violent shows. He watched Wheel of [UNK] Even so, he was disciplined by his parents.	IMPLAUS_CONN	disciplined
94	372	Jill [UNK] very fair skin. She forgot sunscreen at the beach. She had a sunburn on Monday.	PLAUS_NOCONN	sunburn
94	373	Jill's skin always tanned well. [UNK] put on sunscreen at the beach. She had a sunburn on Monday.	IMPLAUS_NOCONN	sunburn
94	374	Jill had very fair skin. [UNK] forgot sunscreen at the beach. Even so, she had a sunburn on Monday.	PLAUS_CONN	sunburn
94	375	Jill's skin always tanned well. She put on sunscreen at the beach. Even so, [UNK] had a sunburn on Monday.	IMPLAUS_CONN	sunburn
95	376	The [UNK] was shot in the chest. There was no surgeon nearby. He was dead minutes later.	PLAUS_NOCONN	dead
95	377	The soldier had a minor injury on his hand. [UNK] was immediately sent to an expert surgeon. He was dead minutes later.	IMPLAUS_NOCONN	dead
95	378	The soldier was shot in the chest. There was no surgeon nearby. Even so, he was [UNK] minutes later.	PLAUS_CONN	dead
95	379	The soldier had a minor injury on his hand. He was immediately sent to an expert surgeon. Even so, he [UNK] dead minutes later.	IMPLAUS_CONN	dead
96	380	Angela called up her [UNK] on her cell phone. She had lousy reception. Her father's voice came through unclear and indistinct.	PLAUS_NOCONN	unclear
96	381	Angela called up her father on her cell phone. She [UNK] great reception. Her father's voice came through unclear and indistinct.	IMPLAUS_NOCONN	unclear
96	382	Angela [UNK] up her father on her cell phone. She had lousy reception. Even so, her father's voice came through unclear and indistinct.	PLAUS_CONN	unclear
96	383	Angela called up her father [UNK] her cell phone. She had great reception. Even so, her father's voice came through unclear and indistinct.	IMPLAUS_CONN	unclear
97	384	The area was controlled [UNK] the mob. The store owner refused to pay them off. His shop was attacked that night.	PLAUS_NOCONN	attacked
97	385	The area [UNK] controlled by the mob. The store owner was good friends with them. His shop was attacked that night.	IMPLAUS_NOCONN	attacked
97	386	The area was controlled by the mob. The store owner refused to pay them off. Even so, his shop was [UNK] that night.	PLAUS_CONN	attacked
97	387	The area [UNK] controlled by the mob. The store owner was good friends with them. Even so, his shop was attacked that night.	IMPLAUS_CONN	attacked
98	388	The athlete had been discovered taking steroids. He had a [UNK] of drug abuse. The Olympic committee banned him for 10 years.	PLAUS_NOCONN	banned
98	389	The athlete had never taken any steroids. The tests showed him to [UNK] clean. The Olympic committee banned him for 10 years.	IMPLAUS_NOCONN	banned
98	390	The athlete had [UNK] discovered taking steroids. He had a history of drug abuse. Even so, the Olympic committee banned him for 10 years.	PLAUS_CONN	banned
98	391	The athlete had [UNK] taken any steroids. The tests showed him to be clean. Even so, the Olympic committee banned him for 10 years.	IMPLAUS_CONN	banned
99	392	The astronomer thought he'd found a new planet. The computer analysis showed him to be wrong. He was very discouraged about [UNK]	PLAUS_NOCONN	discouraged
99	393	The astronomer thought he'd found a new planet. [UNK] computer analysis confirmed his suspicion. He was very discouraged about it.	IMPLAUS_NOCONN	discouraged
99	394	The astronomer thought he'd found a new planet. The computer analysis showed him [UNK] be wrong. Even so, he was very discouraged about it.	PLAUS_CONN	discouraged
99	395	The astronomer thought he'd found a new planet. The computer analysis confirmed his suspicion. Even so, he [UNK] very discouraged about it.	IMPLAUS_CONN	discouraged
100	396	[UNK] started circulating about the governor's corruption. The federal prosecutor threatened to investigate him. The governor resigned from office.	PLAUS_NOCONN	resigned
100	397	Rumors had been circulating about the governor's corruption. The federal prosecutor [UNK] him innocent of any wrong-doing. The governor resigned from office.	IMPLAUS_NOCONN	resigned
100	398	Rumors started circulating about [UNK] governor's corruption. The federal prosecutor threatened to investigate him. Even so, the governor resigned from office.	PLAUS_CONN	resigned
100	399	Rumors had been circulating about the governor's corruption. The federal prosecutor declared him innocent of any wrong-doing. Even so, the governor [UNK] from office.	IMPLAUS_CONN	resigned
101	400	[UNK] put the cake in the oven. She overcooked it by half an hour. The cake burned in the oven.	PLAUS_NOCONN	burned
101	401	Laura put the cake in the oven. She followed [UNK] baking instructions exactly. The cake burned in the oven.	IMPLAUS_NOCONN	burned
101	402	Laura [UNK] the cake in the oven. She overcooked it by half an hour. Even so, the cake burned in the oven.	PLAUS_CONN	burned
101	403	Laura put the [UNK] in the oven. She followed the baking instructions exactly. Even so, the cake burned in the oven.	IMPLAUS_CONN	burned
102	404	Phoebe likes to play the drums in her apartment. The sound is very [UNK] to the neighbors. They complained to the landlord.	PLAUS_NOCONN	complained
102	405	Phoebe likes to play her violin in the apartment. The sound is very soothing [UNK] the neighbors. They complained to the landlord.	IMPLAUS_NOCONN	complained
102	406	Phoebe likes to play the drums in her apartment. The sound is very annoying to the neighbors. Even so, they [UNK] to the landlord.	PLAUS_CONN	complained
102	407	Phoebe likes [UNK] play her violin in the apartment. The sound is very soothing to the neighbors. Even so, they complained to the landlord.	IMPLAUS_CONN	complained
103	408	The Elm Street bridge was over a hundred years old. The foundation had recently been damaged. State inspectors [UNK] it unsafe for use.	PLAUS_NOCONN	unsafe
103	409	The Elm Street [UNK] was only a couple years old. The foundation was sturdy. State inspectors deemed it unsafe for use.	IMPLAUS_NOCONN	unsafe
103	410	The Elm Street bridge was over a hundred years [UNK] The foundation had recently been damaged. Even so, state inspectors deemed it unsafe for use.	PLAUS_CONN	unsafe
103	411	The Elm Street bridge was only a couple years old. The foundation was sturdy. Even so, state inspectors deemed [UNK] unsafe for use.	IMPLAUS_CONN	unsafe
104	412	The driving examiner was very strict. He was pleased that Bernard made no mistakes. Bernard [UNK] the test that day.	PLAUS_NOCONN	passed
104	413	The [UNK] examiner was very strict. He noticed that Bernard made several mistakes. Bernard passed the test that day.	IMPLAUS_NOCONN	passed
104	414	The driving examiner was very strict. He was [UNK] that Bernard made no mistakes. Even so, Bernard passed the test that day.	PLAUS_CONN	passed
104	415	The driving examiner was very strict. He noticed that Bernard made several mistakes. Even so, Bernard passed the [UNK] that day.	IMPLAUS_CONN	passed
105	416	Janelle is a big fan of [UNK] music. She bought the most expensive ticket for the concert on Friday. She was sitting in the front of the concert hall.	PLAUS_NOCONN	front
105	417	Janelle is a big fan of classical music. She could only afford the cheapest ticket for the concert on Friday. She was sitting in the front [UNK] the concert hall.	IMPLAUS_NOCONN	front
105	418	Janelle is a big fan of classical music. She bought the [UNK] expensive ticket for the concert on Friday. Even so, she was sitting in the front of the concert hall.	PLAUS_CONN	front
105	419	Janelle is a big fan of classical music. She could only afford the cheapest ticket for the concert on Friday. Even so, she was sitting in the front [UNK] the concert hall.	IMPLAUS_CONN	front
106	420	[UNK] police cruiser sat alongside the road. His radar gun said the car was speeding. The cop stopped the driver.	PLAUS_NOCONN	stopped
106	421	The police cruiser sat alongside the road. His radar gun said [UNK] car was obeying the limit. The cop stopped the driver.	IMPLAUS_NOCONN	stopped
106	422	The police cruiser sat alongside the [UNK] His radar gun said the car was speeding. Even so, the cop stopped the driver.	PLAUS_CONN	stopped
106	423	The police cruiser sat alongside the road. His radar gun said the car was obeying the limit. Even so, the [UNK] stopped the driver.	IMPLAUS_CONN	stopped
107	424	Marjorie was getting older. Her anti-aging cream [UNK] useless. Her face was wrinkled and dry.	PLAUS_NOCONN	wrinkled
107	425	Marjorie was [UNK] her teens. She used moisturizing cream every day. Her face was wrinkled and dry.	IMPLAUS_NOCONN	wrinkled
107	426	Marjorie was getting older. Her anti-aging cream was useless. Even [UNK] her face was wrinkled and dry.	PLAUS_CONN	wrinkled
107	427	Marjorie was in her teens. She used moisturizing cream every day. Even so, her face [UNK] wrinkled and dry.	IMPLAUS_CONN	wrinkled
108	428	The baby was put to sleep [UNK] her crib. She kept crying during the night. The next morning, her parents were exhausted and crabby.	PLAUS_NOCONN	exhausted
108	429	[UNK] baby was put to sleep in her crib. She was very quiet during the night. The next morning, her parents were exhausted and crabby.	IMPLAUS_NOCONN	exhausted
108	430	The baby was put to sleep in her crib. She kept crying during the night. [UNK] so, the next morning, her parents were exhausted and crabby.	PLAUS_CONN	exhausted
108	431	The baby was put to sleep in her crib. She was very quiet during the night. Even so, [UNK] next morning, her parents were exhausted and crabby.	IMPLAUS_CONN	exhausted
109	432	Brian's bicycle [UNK] making squeaking sounds. He was able to fix it in his basement. He took it for a ride that afternoon.	PLAUS_NOCONN	ride
109	433	Brian's bicycle was making squeaking sounds. He realized he was unable to fix it by himself. He took it for [UNK] ride that afternoon.	IMPLAUS_NOCONN	ride
109	434	Brian's bicycle was making squeaking sounds. He was able to fix it in his basement. Even so, he took it for a ride that [UNK]	PLAUS_CONN	ride
109	435	Brian's bicycle was making squeaking sounds. He realized he was [UNK] to fix it by himself. Even so, he took it for a ride that afternoon.	IMPLAUS_CONN	ride
110	436	Thomas was leaving the building for lunch. [UNK] was really sunny and bright outdoors. He put on sunglasses at the door.	PLAUS_NOCONN	sunglasses
110	437	Thomas was leaving the building for lunch. It was really cold and cloudy [UNK] He put on sunglasses at the door.	IMPLAUS_NOCONN	sunglasses
110	438	Thomas was leaving the building for lunch. It was really sunny [UNK] bright outdoors. Even so, he put on sunglasses at the door.	PLAUS_CONN	sunglasses
110	439	Thomas was leaving the building for lunch. It was really [UNK] and cloudy outdoors. Even so, he put on sunglasses at the door.	IMPLAUS_CONN	sunglasses
111	440	The hurricane struck the island. The levees broke as sea levels rose. [UNK] streets were flooded for days.	PLAUS_NOCONN	flooded
111	441	The rain storm struck the island. The levees were able to contain [UNK] water. The streets were flooded for days.	IMPLAUS_NOCONN	flooded
111	442	The hurricane struck the island. The levees broke as sea levels rose. Even so, [UNK] streets were flooded for days.	PLAUS_CONN	flooded
111	443	[UNK] rain storm struck the island. The levees were able to contain the water. Even so ,the streets were flooded for days.	IMPLAUS_CONN	flooded
112	444	[UNK] weather forecast showed beautiful weather for the holiday weekend. Lots of people decided to drive to the shore. The highways were jammed for miles.	PLAUS_NOCONN	jammed
